Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
SANTA CRUZ,Deseado,Cañadon Seco,NO,NO,NO,SI,NO,SI,NO,SI,SI
SANTA CRUZ,Deseado,Fitz Roy,NO,NO,NO,NO,SI,SI,NO,NO,NO
SANTA CRUZ,Deseado,Jaramillo,NO,NO,NO,NO,NO,NO,SI,SI,SI
SANTA CRUZ,Deseado,Koluel Kaike,NO,NO,NO,NO,SI,SI,NO,NO,NO
SANTA CRUZ,Deseado,Las Heras,NO,NO,NO,SI,SI,SI,NO,SI,SI
SANTA CRUZ,Deseado,Pico Truncado,NO,NO,NO,SI,SI,SI,NO,SI,SI
SANTA CRUZ,Deseado,Puerto Deseado,SI,NO,SI,NO,SI,SI,SI,NO,SI
SANTA CRUZ,Deseado,Tellier,NO,NO,NO,NO,NO,NO,NO,NO,SI
SANTA CRUZ,Güer Aike,28 de Noviembre,NO,NO,NO,SI,SI,SI,SI,SI,SI
SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),NO,NO,NO,NO,NO,NO,NO,NO,SI
SANTA CRUZ,Güer Aike,Julia Dufour,NO,NO,NO,NO,SI,NO,NO,NO,NO
SANTA CRUZ,Güer Aike,Mina 3,NO,NO,NO,NO,NO,SI,NO,NO,SI
SANTA CRUZ,Güer Aike,Rio Gallegos,NO,SI,SI,SI,SI,SI,SI,NO,SI
SANTA CRUZ,Güer Aike,Rospentek,NO,NO,NO,NO,NO,NO,SI,NO,NO
SANTA CRUZ,Güer Aike,Yacimientos Rio Turbio,NO,NO,NO,NO,SI,SI,SI,NO,SI
SANTA CRUZ,Lago Argentino,El Calafate,SI,NO,NO,SI,SI,SI,SI,SI,SI
SANTA CRUZ,Lago Argentino,El Chalten,NO,NO,NO,SI,NO,NO,SI,SI,SI
SANTA CRUZ,Lago Argentino,Tres Lagos,NO,NO,NO,NO,NO,NO,SI,NO,SI
SANTA CRUZ,Lago Buenos Aires,Los Antiguos,NO,NO,SI,NO,SI,NO,SI,SI,SI
SANTA CRUZ,Lago Buenos Aires,Perito Moreno,NO,SI,SI,NO,SI,SI,SI,NO,SI
SANTA CRUZ,Magallanes,Puerto San Julian,SI,SI,SI,NO,SI,SI,SI,SI,SI
SANTA CRUZ,Rio Chico,Bajo Caracoles,NO,NO,NO,NO,NO,NO,SI,NO,SI
SANTA CRUZ,Rio Chico,Gobernador Gregores,NO,NO,NO,NO,NO,NO,SI,NO,SI
SANTA CRUZ,Rio Chico,Hipolito Yrigoyen,NO,NO,NO,NO,NO,NO,SI,NO,NO
SANTA FE,9 de Julio,Campo Garay,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,9 de Julio,Esteban Rams,NO,NO,NO,NO,SI,NO,SI,SI,SI
SANTA FE,9 de Julio,Gato Colorado,NO,NO,NO,NO,SI,NO,SI,NO,SI
SANTA FE,9 de Julio,Gregoria Perez de Denis (Est. El Nochero),NO,NO,NO,NO,SI,NO,SI,SI,SI
SANTA FE,9 de Julio,Independencia,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,9 de Julio,Logroño,SI,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,9 de Julio,Montefiore,NO,NO,NO,NO,NO,NO,SI,SI,SI
SANTA FE,9 de Julio,Pozo Borrado,NO,NO,NO,NO,SI,NO,SI,SI,NO
SANTA FE,9 de Julio,San Bernardo,NO,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,9 de Julio,Santa Margarita,NO,NO,NO,NO,SI,NO,SI,SI,SI
SANTA FE,9 de Julio,Tostado,SI,SI,NO,NO,SI,SI,SI,SI,SI
SANTA FE,9 de Julio,Villa Minetti,NO,NO,NO,NO,SI,SI,SI,SI,SI
SANTA FE,Belgrano,Armstrong,SI,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Belgrano,Bouquet,SI,NO,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Belgrano,Las Parejas,SI,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Belgrano,Las Rosas,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Belgrano,Montes de Oca,SI,NO,NO,NO,SI,NO,SI,SI,SI
SANTA FE,Belgrano,Tortugas,SI,NO,NO,NO,SI,SI,SI,NO,SI
SANTA FE,Caseros,Arequito,SI,SI,NO,NO,SI,SI,SI,NO,NO
SANTA FE,Caseros,Arteaga,SI,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Caseros,Beravebu,NO,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Caseros,Bigand,SI,SI,NO,NO,SI,SI,SI,NO,NO
SANTA FE,Caseros,Casilda,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Caseros,Chabas,SI,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Caseros,Chañar Ladeado,SI,SI,NO,SI,SI,SI,SI,NO,NO
SANTA FE,Castellanos,Bauer y Sigel,SI,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,Castellanos,Bella Italia,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Castellanos,NO,SI,NO,NO,NO,NO,SI,SI,NO
SANTA FE,Castellanos,Colonia Bicha,SI,NO,NO,SI,SI,NO,NO,NO,NO
SANTA FE,Castellanos,Colonia Cello,NO,NO,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Castellanos,Colonia Margarita,NO,SI,NO,NO,NO,NO,SI,NO,NO
SANTA FE,Castellanos,Colonia Raquel,SI,NO,NO,SI,NO,NO,SI,SI,NO
SANTA FE,Castellanos,Coronel Fraga,NO,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,Castellanos,Egusquiza,NO,NO,NO,NO,SI,NO,NO,NO,NO
SANTA FE,Castellanos,Esmeralda,NO,SI,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Castellanos,Estacion Clucellas,NO,SI,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Castellanos,Estacion Presidente Roca,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,Castellanos,Estacion Saguier,NO,SI,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Castellanos,Eusebia y Carolina,SI,NO,NO,SI,SI,NO,NO,NO,NO
SANTA FE,Castellanos,Eustolia,NO,NO,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Castellanos,Frontera,NO,NO,NO,NO,SI,SI,NO,SI,NO
SANTA FE,Castellanos,Garibaldi,NO,NO,NO,NO,NO,NO,SI,NO,NO
SANTA FE,General Lopez,Lazzarino,NO,NO,NO,NO,SI,NO,NO,NO,NO
SAN LUIS,General Pedernera,Villa Mercedes,SI,SI,SI,SI,SI,SI,SI,SI,NO
SAN LUIS,General Pedernera,Villa Reynolds,NO,NO,NO,NO,SI,SI,NO,NO,NO
SAN LUIS,General Pedernera,Villa Salles,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Gobernador Dupuy,Anchorena,NO,NO,SI,NO,SI,NO,SI,SI,NO
SAN LUIS,Gobernador Dupuy,Arizona,NO,NO,SI,NO,SI,NO,SI,SI,NO
SAN LUIS,Gobernador Dupuy,Bagual,NO,NO,NO,NO,NO,NO,SI,SI,NO
SAN LUIS,Gobernador Dupuy,Batavia,NO,NO,NO,NO,NO,NO,SI,SI,SI
SAN LUIS,Gobernador Dupuy,Buena Esperanza,NO,NO,SI,NO,SI,NO,SI,SI,SI
SAN LUIS,Gobernador Dupuy,Fortin El Patria,NO,NO,NO,NO,SI,NO,SI,SI,SI
SAN LUIS,Gobernador Dupuy,Fortuna,NO,NO,SI,NO,NO,NO,SI,SI,SI
SAN LUIS,Gobernador Dupuy,La Maroma,NO,NO,NO,NO,NO,NO,SI,NO,SI
SAN LUIS,Gobernador Dupuy,Los Overos,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Gobernador Dupuy,Martin de Loyola,NO,NO,NO,NO,NO,NO,NO,SI,SI
SAN LUIS,Gobernador Dupuy,Nahuel Mapa,NO,NO,NO,NO,NO,NO,SI,SI,NO
SAN LUIS,Gobernador Dupuy,Navia,NO,NO,NO,NO,NO,NO,NO,SI,SI
SAN LUIS,Gobernador Dupuy,Nueva Galia,NO,NO,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Castellanos,Humberto Primo,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Josefina,SI,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Lehmann,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Maria Juana,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Nueva Lehmann,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,Castellanos,Plaza Clucellas,SI,SI,NO,NO,SI,SI,SI,NO,NO
SANTA FE,Castellanos,Plaza Saguier,NO,SI,NO,NO,SI,NO,NO,NO,NO
SANTA FE,Castellanos,Presidente Roca,NO,SI,NO,SI,SI,NO,SI,SI,NO
SANTA FE,Castellanos,Pueblo Marini,NO,NO,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Castellanos,Rafaela,SI,SI,NO,SI,SI,SI,SI,SI,SI
SANTA FE,Castellanos,Ramona,SI,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Castellanos,San Antonio,NO,SI,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Castellanos,San Vicente,SI,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Santa Clara de Saguier,SI,SI,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Castellanos,Sunchales,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Susana,NO,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Castellanos,Tacural,SI,NO,NO,SI,SI,SI,SI,NO,NO
SANTA FE,Castellanos,Vila,SI,NO,NO,NO,SI,SI,SI,NO,NO
SANTA FE,Castellanos,Villa Josefina,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,Castellanos,Villa San Jose,NO,SI,NO,NO,NO,NO,SI,SI,NO
SANTA FE,Castellanos,Virginia,NO,NO,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Castellanos,Zenon Pereyra,NO,SI,NO,NO,SI,SI,NO,NO,NO
SANTA FE,Constitucion,Alcorta,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Barrio Arroyo del Medio,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,Constitucion,Barrio Mitre,NO,NO,NO,NO,SI,SI,NO,NO,NO
SANTA FE,Constitucion,Bombal,SI,SI,NO,SI,SI,SI,SI,NO,NO
SANTA FE,Constitucion,Cañada Rica,NO,NO,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Constitucion,Cepeda,NO,NO,NO,NO,NO,NO,NO,SI,NO
SANTA FE,Constitucion,Empalme Villa Constitucion,SI,NO,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Constitucion,Firmat,NO,NO,NO,NO,NO,NO,NO,NO,NO
SANTA FE,Constitucion,General Gelly,SI,NO,NO,NO,SI,NO,NO,SI,NO
SANTA FE,Constitucion,Godoy,NO,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Juan B. Molina,SI,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Juncal,SI,NO,NO,SI,NO,NO,SI,SI,NO
SANTA FE,Constitucion,La Vanguardia,NO,NO,NO,SI,NO,NO,SI,NO,NO
SANTA FE,Constitucion,Maximo Paz (Est. Paz),SI,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Pavon,SI,NO,NO,NO,SI,SI,SI,NO,NO
SANTA FE,Constitucion,Pavon Arriba,NO,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Peyrano,NO,SI,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Constitucion,Rueda,NO,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,Constitucion,Santa Teresa,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Constitucion,Sargento Cabral,NO,NO,NO,SI,SI,NO,SI,SI,NO
SANTA FE,Constitucion,Stephenson,NO,NO,NO,NO,SI,NO,NO,NO,NO
SANTA FE,Constitucion,Theobald,NO,NO,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Constitucion,Villa Constitucion,SI,SI,NO,SI,SI,SI,SI,SI,NO
SANTA FE,Garay,Cayasta,NO,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,Garay,Helvecia,NO,SI,NO,NO,SI,NO,SI,SI,NO
SANTA FE,Garay,Los Zapallos,NO,SI,NO,NO,SI,NO,SI,NO,NO
SANTA FE,Garay,Saladero Mariano Cabal,NO,NO,NO,NO,SI,NO,SI,SI,SI
SANTA FE,Garay,Santa Rosa de Calchines,SI,SI,NO,NO,SI,SI,SI,NO,NO
SANTA FE,General Lopez,Aaron Castellanos (Est. Castellanos),NO,NO,NO,NO,SI,NO,SI,SI,NO
SANTA FE,General Lopez,Amenabar,SI,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Cafferata,SI,NO,NO,SI,SI,SI,NO,NO,NO
SAN JUAN,Jachal,San Jose de Jachal,NO,NO,SI,SI,SI,SI,SI,SI,SI
SAN JUAN,Jachal,Tamberias,NO,NO,NO,NO,NO,NO,SI,SI,NO
SAN JUAN,Jachal,Villa Malvinas Argentinas,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN JUAN,Jachal,Villa Mercedes,NO,NO,NO,NO,SI,NO,SI,SI,SI
SAN JUAN,Pocito,Barrio Municipal,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN JUAN,Pocito,Barrio Ruta 40,NO,NO,NO,NO,SI,SI,NO,SI,NO
SAN JUAN,Pocito,Carpinteria,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN JUAN,Pocito,La Rinconada,NO,NO,NO,NO,SI,SI,NO,NO,NO
SAN JUAN,Pocito,Las Piedritas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN JUAN,Pocito,Quinto Cuartel,NO,NO,NO,NO,SI,SI,SI,SI,NO
SAN JUAN,Pocito,Villa Aberastain,NO,NO,NO,NO,SI,SI,NO,SI,NO
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,SI,NO,SI,NO,NO,NO,SI,SI,SI
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,NO,NO,NO,NO,SI,SI,NO,SI,NO
SAN JUAN,Pocito,Villa Barboza,NO,NO,NO,NO,SI,SI,NO,NO,NO
SAN JUAN,Pocito,Villa Centenario,NO,NO,NO,NO,SI,SI,NO,SI,NO
SAN JUAN,Pocito,Villa Nacusi,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN JUAN,Rawson,El Medanito,NO,NO,NO,NO,NO,SI,NO,SI,NO
SANTA FE,General Lopez,Cañada del Ucle,SI,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,General Lopez,Carmen,NO,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Carreras,NO,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Chapuy,NO,SI,NO,NO,SI,SI,SI,NO,NO
SANTA FE,General Lopez,Chovet,NO,SI,NO,NO,SI,SI,SI,NO,SI
SANTA FE,General Lopez,Christophersen,NO,NO,NO,SI,SI,NO,SI,SI,NO
SANTA FE,General Lopez,Diego de Alvear,SI,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Elortondo,SI,NO,NO,NO,SI,SI,SI,NO,NO
SANTA FE,General Lopez,Firmat,SI,SI,NO,SI,SI,SI,SI,NO,NO
SANTA FE,General Lopez,Hughes,NO,NO,NO,SI,SI,SI,SI,NO,NO
SANTA FE,General Lopez,La Chispa,NO,NO,NO,NO,NO,NO,SI,SI,NO
SANTA FE,General Lopez,Labordeboy,SI,NO,NO,NO,SI,NO,SI,NO,NO
SALTA,La Candelaria,El Tala,NO,NO,NO,SI,SI,SI,SI,SI,SI
SALTA,La Candelaria,La Candelaria,NO,NO,NO,SI,SI,NO,SI,NO,NO
SALTA,La Poma,Cobres,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,La Poma,La Poma,NO,NO,NO,SI,NO,NO,NO,SI,NO
SALTA,La Viña,Ampascachi,NO,NO,NO,NO,NO,NO,NO,SI,NO
SALTA,La Viña,Cabra Corral,NO,NO,NO,NO,SI,NO,NO,SI,NO
SALTA,La Viña,Coronel Moldes,SI,NO,NO,NO,SI,SI,SI,SI,SI
SALTA,La Viña,La Viña,NO,NO,NO,SI,SI,NO,SI,SI,SI
SALTA,La Viña,Talapampa,NO,NO,NO,NO,NO,NO,NO,SI,NO
SALTA,Los Andes,Olacapato,NO,NO,NO,SI,NO,NO,NO,SI,SI
SALTA,Los Andes,San Antonio de los Cobres,NO,NO,NO,SI,SI,NO,SI,SI,SI
SALTA,Los Andes,Santa Rosa de los Pastos Grandes,NO,NO,NO,SI,NO,NO,NO,SI,NO
SALTA,Los Andes,Tolar Grande,NO,NO,NO,SI,SI,NO,NO,SI,SI
SALTA,Metan,El Galpon,SI,NO,NO,SI,SI,SI,SI,NO,SI
SALTA,Metan,El Tunal,NO,NO,NO,SI,SI,NO,NO,NO,SI
SALTA,Metan,Lumbreras,NO,NO,NO,SI,NO,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Padre Lozano,NO,NO,NO,NO,SI,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Piquirenda,NO,NO,NO,SI,NO,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Profesor Salvador Mazza,SI,NO,NO,SI,SI,SI,SI,NO,SI
SALTA,Grl. Jose de San Martin,Recaredo,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Tartagal,SI,SI,NO,SI,SI,SI,SI,SI,SI
SALTA,Grl. Jose de San Martin,Tobantirenda,NO,NO,NO,SI,NO,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Tranquitas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,Grl. Jose de San Martin,Yacuy,NO,NO,NO,SI,SI,NO,NO,NO,NO
SALTA,Guachipas,Guachipas,NO,NO,NO,SI,SI,NO,SI,SI,SI
SALTA,Iruya,Iruya,NO,NO,NO,SI,NO,NO,NO,SI,NO
SALTA,Iruya,Isla de Cañas,NO,NO,NO,NO,SI,NO,NO,SI,NO
SALTA,Iruya,Pueblo Viejo,NO,NO,NO,SI,NO,NO,NO,NO,NO
SALTA,La Caldera,La Caldera,NO,NO,NO,SI,SI,SI,SI,SI,SI
SALTA,La Caldera,Vaqueros,SI,NO,NO,SI,SI,SI,SI,SI,NO
SALTA,La Candelaria,El Jardin,NO,NO,NO,SI,SI,NO,SI,NO,SI
SALTA,Metan,Metan Viejo,NO,NO,NO,SI,SI,NO,NO,NO,SI
SALTA,Metan,Presa El Tunal,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,Metan,Rio Piedras,SI,NO,NO,SI,SI,SI,SI,NO,SI
SALTA,Metan,San Jose de Metan,SI,SI,NO,SI,SI,SI,SI,NO,SI
SALTA,Metan,San Jose de Orquera,NO,NO,NO,SI,NO,NO,NO,NO,NO
SALTA,Molinos,La Puerta,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,Molinos,Molinos,SI,NO,NO,SI,SI,NO,SI,SI,NO
SALTA,Molinos,Seclantas,NO,NO,NO,SI,SI,NO,SI,SI,SI
SALTA,Oran,Aguas Blancas,NO,NO,NO,NO,SI,NO,SI,SI,SI
SALTA,Oran,Colonia Santa Rosa,NO,SI,NO,NO,SI,SI,SI,SI,SI
SALTA,Oran,El Tabacal,NO,SI,NO,SI,SI,NO,SI,NO,NO
SALTA,Oran,Hipolito Yrigoyen,SI,SI,NO,SI,SI,SI,SI,SI,SI
SALTA,Oran,La Mision,NO,NO,NO,NO,NO,NO,NO,NO,NO
SALTA,Oran,Pichanal,SI,SI,NO,SI,SI,SI,SI,NO,SI
SANTA FE,General Lopez,Maggiolo,SI,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Maria Teresa,SI,SI,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Melincue (Est. San Urbano),NO,NO,NO,NO,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Miguel Torres,NO,SI,NO,NO,NO,NO,NO,NO,NO
SANTA FE,General Lopez,Murphy,NO,NO,NO,SI,SI,SI,SI,NO,NO
SANTA FE,General Lopez,Rufino,SI,SI,NO,SI,SI,SI,SI,NO,NO
SANTA FE,General Lopez,San Eduardo,SI,NO,NO,SI,SI,NO,SI,NO,NO
SANTA FE,General Lopez,San Francisco de Santa Fe,NO,NO,NO,SI,SI,NO,SI,NO,SI
SANTA FE,General Lopez,San Gregorio,SI,NO,NO,SI,SI,SI,SI,SI,NO
SANTA FE,General Lopez,Sancti Spiritu,SI,NO,NO,SI,SI,SI,SI,SI,SI
SAN JUAN,Sarmiento,Cienaguita,NO,NO,NO,SI,NO,NO,NO,SI,NO
SAN JUAN,Sarmiento,Colonia Fiscal,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN JUAN,Sarmiento,Divisadero,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN JUAN,Sarmiento,Guanacache,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN JUAN,Sarmiento,Las Lagunas,NO,NO,NO,NO,SI,SI,NO,NO,SI
SAN JUAN,Sarmiento,Los Berros,NO,NO,NO,SI,SI,SI,SI,SI,NO
SAN JUAN,Sarmiento,Pedernal,NO,NO,NO,NO,SI,NO,NO,SI,NO
SAN JUAN,Sarmiento,Punta del Medano,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN JUAN,Sarmiento,Villa Media Agua,NO,NO,NO,SI,SI,SI,SI,SI,NO
SAN JUAN,Ullum,Villa Ibañez,NO,NO,SI,NO,SI,SI,SI,SI,NO
SAN JUAN,Valle Fertil,Astica,NO,NO,NO,NO,SI,SI,SI,SI,NO
SAN JUAN,Valle Fertil,Balde del Rosario,NO,NO,NO,NO,NO,NO,SI,NO,NO
SAN JUAN,Valle Fertil,Chucuma,NO,NO,NO,NO,NO,SI,NO,NO,NO
SAN JUAN,Valle Fertil,Los Baldecitos,NO,NO,NO,NO,SI,SI,SI,NO,NO
SAN JUAN,Valle Fertil,Usno,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN JUAN,Valle Fertil,Villa San Agustin,NO,NO,NO,SI,SI,NO,SI,SI,SI
SAN JUAN,Zonda,Villa Basilio Nievas,NO,NO,NO,NO,SI,SI,SI,SI,NO
SAN LUIS,Ayacucho,Balde De Los Torres,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Balde Del Carmen,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Balde Retamo,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Baldecito De La Pampa,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Candelaria,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN LUIS,Ayacucho,Carpinteria,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,El Calden,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,El Injerto,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,El Rincon,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,El Vinagrillo,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,El Zapallar,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Aguada,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Avenencia,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Botija,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Brea,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Majada,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Ayacucho,La Represita,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,La Salvadora,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Las Chacras,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Las Chimbas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Las Lagunitas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Leandro N. Alem,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Ayacucho,Lomas Blancas,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Ayacucho,Los Quemados,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Lujan,NO,NO,NO,NO,NO,NO,SI,SI,NO
SAN LUIS,Ayacucho,Pampa Grande,NO,NO,NO,SI,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Pozo Del Molle,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Ayacucho,Quines,NO,NO,NO,NO,SI,NO,NO,SI,SI
SAN LUIS,Ayacucho,Rio Juan Gomez,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Ayacucho,Rodeo De Cadenas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Belgrano,Villa de la Quebrada,NO,NO,NO,SI,NO,NO,NO,SI,NO
SAN LUIS,Belgrano,Villa General Roca,NO,NO,NO,SI,NO,NO,NO,SI,NO
SAN LUIS,Chacabuco,Balcarce,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Colonia Zubelzu,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Concaran,NO,NO,NO,NO,SI,SI,NO,SI,SI
SAN LUIS,Chacabuco,Cortaderas,NO,NO,NO,SI,SI,SI,SI,SI,NO
SAN LUIS,Chacabuco,El Algarrobal,NO,NO,NO,SI,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,El Churrasco,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,El Recuerdo,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,El Sauce,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,El Sifon,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,El Tala,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,La Celestina,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Las Rosas,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Naschel,NO,NO,NO,NO,SI,NO,SI,SI,NO
SAN LUIS,Chacabuco,Papagayos,NO,NO,NO,NO,NO,NO,NO,SI,NO
SAN LUIS,Chacabuco,Pozo Cavado,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Punta De La Loma,NO,NO,NO,NO,NO,NO,NO,NO,NO
SAN LUIS,Chacabuco,Renca,NO,NO,NO,NO,NO,NO,NO,SI,NO
